unique_id,name,gender,age,area,marital_Status,qualification,income,occupation,policy,months_as_customer,cls,umbrella_limit,annual_premium,capital_loss,capital_gain,total_claim,fraud_reason,fraud,date,location
0471bc2c-6b8f-480b-91b8-f8aa2caa4b10,Brandt Schowalter,Male,34,Eastern Cape,Single,High School,6489.00,Teller and Cashier,Funeral Cover,35,12896,40078,1956,2061,681,12978,,N,2022-03-01,-33.9714203|25.499203
8b9d8404-673f-4e18-9b17-8ebc7242b2d3,Rowan Rau,Female,45,Mpumalanga,Married,High School,3000.00,Domestic Worker,Funeral Cover,17,21576,30022,550,2637,778,6000,,N,2022-08-01,-22.912284|30.5169222
4deb0b59-ce22-4e66-a59d-c30797b7e23f,Eleonore McDermott,Male,54,Free State,Married,Master,13587.00,Travel Agent,Funeral Cover,44,29114,41202,1100,2779,303,27174,Murder For Claims,Y,2022-12-01,-22.9051013|30.5298686
38ec37e5-6266-4a69-924a-777450324fca,Jonas Hackett-Runolfsson,Female,26,North West,Divorced,Master,40943.17,Cyber security engineer,H.E.L.P Cover,7,82497,75742,3016,1525,754,75742,,N,2022-11-01,-22.5728588|29.7636936
f9aa758e-073d-4e38-8209-3c02fe9daf3a,Korbin Howell,Male,54,Mpumalanga,Married,High School,6489.00,Teller and Cashier,Standard Legal Plan,41,84942,84908,3887,3801,889,12978,,N,2021-08-01,-22.9125709|30.5169599
38085fab-e084-4b46-921c-91be79af0ddf,Dena Rogahn,Female,57,Limpopo,Married,High School,6489.00,Teller and Cashier,Standard Legal Plan,27,89995,90494,3440,1280,547,12978,,N,2021-12-01,-22.9353791|30.2846256
d66472d4-6691-4e56-91e9-ee0854ae0f61,Lawrence Mueller,Male,43,Western Cape,Single,High School,2000.00,Security Guard,Funeral Cover,20,15298,39744,1646,1213,702,4000,Murder For Claims,Y,2021-08-01,-33.9768238|18.5649672
1cece023-45fa-47cd-9781-e8f56b8e6fc6,Chaz Kuvalis,Male,40,Eastern Cape,Married,High School,6489.00,Teller and Cashier,Funeral Cover,47,22977,40688,513,2490,781,12978,,N,2021-08-01,-33.9716194|25.5115979
b8f6ccc4-f1b7-4ff6-a36e-df0db775a3c5,Laney Carter,Female,67,Free State,Divorced,High School,10261.00,Data Capturing,Funeral Cover,45,11636,45608,1677,1455,610,20522,Faked death,Y,2023-01-01,-22.9041161|30.5287811
e3a2ddc2-d103-498f-a2a0-0e2ceeb84be3,Vince Streich,Female,28,Mpumalanga,Single,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,24,11111,31145,1350,660,664,21104,Faked death,Y,2021-07-01,-22.9123327|30.5164346
ba82122a-9bcd-46cb-9044-2bbba7bf44bd,Dena Grimes,Female,45,Free State,Married,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,20,71005,80899,3998,4902,536,23306,,N,2022-11-01,-22.9187572|30.5497331
58113a13-f762-4143-9aa0-35ab6fafaadf,Lexie Schuster,Female,59,KwaZulu-Natal,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,51,25601,43537,1868,2519,643,5000,,N,2022-01-01,-29.9136853|30.9050862
23512e84-48a0-4b15-ae57-5d22ff8f7a3c,Shaniya Schmeler,Female,36,KwaZulu-Natal,Single,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,7,89748,74507,4889,2317,716,5000,,N,2022-09-01,-29.913682|30.9030903
02f5d7f9-abc1-4157-93b2-49262d361474,Frances Bailey,Male,67,Eastern Cape,Single,Master,41789.50,Chartered accountant,Standard Legal Plan,23,86840,68958,3788,3206,566,68958,,N,2021-11-01,-33.9723023|25.4993706
732836f9-0385-46a5-9ee8-0ecfb94e469e,Emil Willms,Female,50,North West,Married,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,56,89209,97410,3388,3131,619,21104,,N,2022-03-01,-22.5732789|29.7623602
18f8b272-e8a4-49b7-b222-7872ef4fbc4c,Gennaro Klein,Male,46,North West,Married,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,26,12902,46745,1792,1465,269,23306,False documentation,Y,2022-08-01,-22.5752793|29.7590795
2070adfd-a247-42c0-9bc8-79bc3e710a55,Kody Rodriguez,Male,35,Western Cape,Divorced,Master,51872.83,Judge,Standard Legal Plan,19,59026,64019,4654,1865,580,64019,,N,2023-03-01,-33.9766918|18.5648581
2070adfd-a247-42c0-9bc8-79bc3e710a55,Kody Rodriguez,Male,35,Western Cape,Divorced,Master,51872.83,Judge,H.E.L.P Cover,19,94479,97486,3949,1345,656,161505,,N,2023-10-01,-33.976576|18.5647651
782b77cc-53d5-47f7-ab8e-edb7a7681a6b,Jarrod Effertz,Male,57,Eastern Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,51,75111,96720,3781,1912,749,5000,,N,2021-12-01,-33.9724484|25.5030325
360471ea-43eb-4dab-99b0-f11384e528c3,Katrina Smith,Male,39,Free State,Single,Bachelor,14628.00,Nurse,Funeral Cover,23,15506,35565,1651,2696,387,29256,,N,2022-02-01,-22.9203997|30.5483539
751bb7e6-c11c-4b13-ab78-351f3e2050cd,Sage Lowe,Male,41,Western Cape,Divorced,Bachelor,10261.00,Data Capturing,Funeral Cover,38,22905,33842,1757,2121,349,20522,Faked death,Y,2023-08-01,-33.9764508|18.5646506
1eef4b7f-a018-4129-9343-b1db57f4c7c8,Leatha Wolff,Female,50,Western Cape,Single,High School,3000.00,Domestic Worker,Domestic Worker Cover,26,30480,27249,2357,1760,478,6000,Faked Work Dispute,Y,2022-07-01,-33.9763925|18.5646175
788e7640-71fa-4b98-a939-a5823536b27b,Jane Kautzer,Female,62,Free State,Married,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,20,17743,49980,1796,2648,498,5000,False documentation,Y,2022-06-01,-22.9024125|30.5149546
3027fee3-a09e-4752-bd10-6824d934f029,Anahi Wintheiser,Female,47,Gauteng,Divorced,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,30,79062,60056,2783,4221,553,16566,,N,2021-02-01,-26.2781604|28.3227231
913f7b0e-f63d-44c1-88fa-a3a0c1879e19,Kelvin Schaefer,Female,64,North West,Divorced,Master,18000.00,Teacher,Funeral Cover,33,17864,33340,640,2854,244,33340,,N,2022-02-01,-22.5738843|29.7564377
afbbf0d5-b27a-4c9d-9862-a542821dd6a6,Timmothy Reichel,Male,32,Gauteng,Married,High School,3000.00,Domestic Worker,Domestic Worker Cover,17,38896,30134,1389,1076,496,6000,,N,2023-08-01,-26.3411825|28.3822754
5e742aeb-dd80-4e84-a54a-af75b3cb651f,Caroline Mitchell,Male,42,Western Cape,Married,High School,10261.00,Data Capturing,Funeral Cover,32,23841,30650,1992,2683,209,20522,,N,2023-06-01,-33.9769553|18.5656045
6c3f5824-4e4c-4883-8a8d-f5871c138ff8,Jadyn Kutch,Male,64,Gauteng,Married,High School,8283.00,Ticketing clerk,Funeral Cover,52,25693,38563,1554,1955,273,16566,,N,2022-08-01,-26.1093596|28.4760146
b694c469-c0f5-4727-ad99-08c85ed65c0c,Macy Schuster,Male,48,Mpumalanga,Single,Master,18000.00,Teacher,Funeral Cover,34,20010,31460,1371,1067,244,31460,Murder For Claims,Y,2022-02-01,-22.9127444|30.5162939
3912e3fd-3f3a-49b9-8bb5-d567252bbf27,Alisa Connelly,Male,47,Eastern Cape,Divorced,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,57,67721,87427,3571,1446,614,16566,,N,2023-07-01,-34.0009469|25.5313408
3cdb0a64-76ea-4a74-923e-7cd293751bf3,Arlie Rogahn,Male,26,Eastern Cape,Divorced,High School,11653.00,Telesales and Telemarketing,Funeral Cover,7,27662,36388,1423,1712,272,23306,False documentation,Y,2022-08-01,-33.9995189|25.5346007
d4ce33c4-1d4d-4144-97fc-9e592def082c,Lazaro Gorczany,Female,30,Free State,Divorced,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,19,93256,66192,4964,4535,567,21104,,N,2023-06-01,-22.9020414|30.5149005
2ad250b4-07ed-42e5-afd1-f018a6a4094f,Maybell Gleason,Female,26,Gauteng,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,57,22096,41744,513,1802,262,6000,,N,2021-01-01,-25.5734696|28.0902062
1d465aa9-fdfa-4c66-8ec6-3be3d080ad08,Antonette Reilly,Female,47,Mpumalanga,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,20,83728,92465,2004,2684,958,5000,Misrepresentation of legal cases,Y,2022-12-01,-22.9129694|30.514854
0a55e780-bc55-417b-9073-abd72671fe2f,Howell Crooks,Female,53,Eastern Cape,Divorced,High School,11653.00,Telesales and Telemarketing,Funeral Cover,49,19203,42408,1834,510,566,23306,,N,2022-06-01,-33.9826593|25.5423771
1ff773f6-0499-4876-89cb-0184b1652125,Crawford Jacobi,Male,44,Mpumalanga,Single,Master,16885.00,Police Officer,Standard Legal Plan,23,58659,90915,4734,2635,803,33770,,N,2021-05-01,-22.9130181|30.5143818
86f862fa-f22b-4155-a34e-c2ae2c10ceb5,Amos Kemmer,Male,59,Gauteng,Single,High School,6489.00,Teller and Cashier,Standard Legal Plan,42,54424,94697,4894,2995,901,12978,,N,2022-02-01,-25.9145201|28.2120675
b60cd21d-e49a-49a6-99c4-79e6c016744e,Alva Schaden,Male,40,KwaZulu-Natal,Married,High School,11411.00,Clients and Customer Support,Standard Legal Plan,14,84393,80065,4940,2338,971,22822,,N,2021-04-01,-29.9136878|30.911667
e125996e-c8c5-4aa0-acf8-55fcbc87bbaf,Vesta Okuneva,Male,60,Western Cape,Married,High School,2100.00,Taxi Driver,Funeral Cover,55,14016,37793,1219,2006,605,4200,Murder For Claims,Y,2023-07-01,-33.9770855|18.5656958
d72c3ec6-b78d-4b03-853f-4b4fc7896bcc,Thomas Dickinson,Female,28,Gauteng,Married,Bachelor,14628.00,Nurse,Funeral Cover,41,20891,38507,1520,1189,217,29256,False documentation,Y,2022-07-01,-25.8240059|28.2539101
ada8e46c-303c-4eb0-9bdd-596e38e36f6a,Fleta Kub,Male,58,North West,Married,High School,8283.00,Ticketing clerk,Funeral Cover,11,12992,47463,745,2209,631,16566,Murder For Claims,Y,2023-11-01,-22.5755947|29.7589697
1c2391bf-e3f3-4e32-b75b-3621db1b534e,Nayeli Greenfelder,Female,66,Mpumalanga,Married,High School,11411.00,Clients and Customer Support,Funeral Cover,22,12723,47115,1514,794,271,22822,,N,2022-09-01,-22.9127733|30.5140036
1a281c19-d27f-4aa2-9e70-3f1dff6260c7,Ahmad Reichel,Male,39,KwaZulu-Natal,Married,Master,13587.00,Travel Agent,Funeral Cover,29,24522,44306,1266,859,403,27174,Faked death,Y,2021-10-01,-29.9136145|30.8365246
1e99ac28-2a35-4c26-b121-861a58e88a64,June Jenkins,Female,58,North West,Single,High School,6489.00,Teller and Cashier,Funeral Cover,52,28466,33811,738,721,608,12978,,N,2022-05-01,-22.5670068|29.7630801
4bc2da81-8b93-49af-9fca-f81e4797fdfa,Cletus Walker,Male,62,Western Cape,Single,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,50,25010,46045,1289,909,320,23306,False documentation,Y,2021-10-01,-33.9770426|18.5656376
59ddd017-8547-4c67-b7b6-718942742341,Clovis Mertz,Male,35,Gauteng,Married,Master,14628.00,Nurse,Standard Legal Plan,24,82648,99845,3180,2592,670,29256,,N,2023-09-01,-25.6918255|28.7483033
51dd3feb-e827-4a96-8881-7f5d500e94d3,Trey Rau,Female,56,Western Cape,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,39,90622,78714,3040,4119,869,4000,,N,2021-07-01,-33.9768229|18.5658308
a103335f-f183-470e-8265-270802c52b65,Madaline Hodkiewicz,Female,59,North West,Single,Bachelor,8283.00,Ticketing clerk,Funeral Cover,5,16333,36628,1752,855,446,16566,,N,2023-01-01,-22.5871742|29.7540089
57890475-c15e-4408-894c-365b028a0d1b,Collin Adams,Male,38,Eastern Cape,Married,Master,18000.00,Teacher,H.E.L.P Cover,37,68899,95424,2392,3269,959,36000,,N,2021-09-01,-33.983013|25.5459951
a7d68652-a30a-4680-9355-1ec286f7a192,Maymie Beahan,Male,47,Mpumalanga,Divorced,Bachelor,16885.00,Police Officer,Funeral Cover,12,12021,39743,618,577,736,33770,,N,2021-10-01,-22.9130242|30.5140182
5294c13f-f8d4-4138-866d-2f20004c49c8,Carolina Hessel,Female,36,Northern Cape,Divorced,Bachelor,16885.00,Police Officer,H.E.L.P Cover,15,95046,77769,4341,3450,623,33770,,N,2023-02-01,-22.9107809|30.5163937
5395d1db-332d-46cc-88d3-307377df87a0,Destinee Bogan,Male,62,KwaZulu-Natal,Married,Bachelor,45327.25,Financial manager,Standard Legal Plan,18,88294,64962,4479,4756,676,64962,,N,2022-06-01,-29.9137143|31.008553
5395d1db-332d-46cc-88d3-307377df87a0,Destinee Bogan,Male,62,KwaZulu-Natal,Married,Bachelor,45327.25,Financial manager,H.E.L.P Cover,18,90891,89684,3664,4413,691,154646,,N,2023-06-01,-29.9136467|30.8678262
baf5b300-a29b-4617-89aa-12be0b4c9089,Tobin Orn,Male,46,Northern Cape,Married,Master,14628.00,Nurse,Funeral Cover,48,18177,38566,647,2228,586,29256,,N,2022-02-01,-22.9110755|30.5166479
5f80dfdc-368d-4c32-a176-6da76cb278bc,Ollie Yost-Legros,Male,30,Mpumalanga,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,25,16721,43418,894,2381,709,5000,Faked death,Y,2021-11-01,-22.9122377|30.5146477
b0608ada-56b3-4aeb-91cc-c81af7ee5f75,Desiree Hyatt,Female,40,Western Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,37,29923,44284,848,522,580,5000,,N,2022-01-01,-33.976911|18.5658543
900bc7e8-bf16-488a-a594-39415d48c58a,Rhea Grant,Male,55,Eastern Cape,Single,High School,6489.00,Teller and Cashier,Funeral Cover,16,16226,44696,768,1481,454,12978,Faked death,Y,2022-04-01,-33.9838524|25.5442845
48f04f7a-8054-4931-b9f5-04bd8a3955f3,Stacy McGlynn,Female,29,Limpopo,Married,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,12,15874,36441,1286,747,742,5000,,N,2023-11-01,-22.9343026|30.2840375
b66cf33d-9f0c-40b2-8d92-28b2e5fa4b4b,Columbus Orn,Female,48,Gauteng,Divorced,Master,13587.00,Travel Agent,Standard Legal Plan,5,89706,51934,4931,3486,709,27174,,N,2023-10-01,-25.5122704|28.0107383
8be129af-404d-460c-b3ba-c8d1b8e3f8e9,Rosalind Rodriguez,Female,30,Free State,Single,Master,18000.00,Teacher,H.E.L.P Cover,17,70213,86043,4870,2003,796,36000,,N,2023-09-01,-22.9015621|30.517297
207a32da-87fd-44a6-b3a5-e36e94e9548b,Sylvester Pacocha,Female,25,Mpumalanga,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,21,15048,44574,1687,2796,712,5000,Murder For Claims,Y,2021-12-01,-22.9118295|30.5147497
069fbd9b-20cb-4d0d-9b28-bf5ddc466b1e,Kitty Wunsch,Female,44,Mpumalanga,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,28,82653,93147,2226,1998,992,4200,,N,2021-11-01,-22.9123153|30.5142451
682294e5-8c48-40e4-b205-de20e1155fca,Eugenia Okuneva,Male,37,Gauteng,Married,High School,2100.00,Taxi Driver,Funeral Cover,30,28096,43654,1982,625,418,4200,,N,2022-07-01,-25.8239824|28.2541923
36c3d61d-05bb-4bf2-890d-b308c9a89c35,Maureen Zboncak,Female,33,Western Cape,Divorced,High School,6489.00,Teller and Cashier,Standard Legal Plan,51,87096,92088,4578,4208,997,12978,,N,2022-12-01,-33.9769547|18.565917
b6be3be8-8ba5-498a-9823-93c6083fe2b1,Carolyn Little,Male,44,Western Cape,Married,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,36,16336,36484,1080,1976,336,22822,False documentation,Y,2021-05-01,-33.9759099|18.5661564
843149ab-bb71-4b93-94fd-7960f30b402b,Lexus Johns,Female,47,Gauteng,Divorced,Master,13587.00,Travel Agent,Standard Legal Plan,33,71167,78090,4363,1605,891,27174,,N,2021-03-01,-25.5934131|28.0895659
23486875-f051-4e4c-856d-372c02ea3ce7,Astrid Miller,Male,51,Western Cape,Married,Master,13587.00,Travel Agent,Funeral Cover,39,13609,49696,1100,715,715,27174,Faked death,Y,2022-09-01,-33.9758403|18.5659803
e0aef735-8dd6-409a-9895-3d0ba9f8199c,Aglae Cormier,Female,38,North West,Single,High School,8283.00,Ticketing clerk,Funeral Cover,51,10465,44251,1711,1339,472,16566,,N,2022-07-01,-22.5876435|29.7534908
219f4d65-91be-4c9b-b7d1-fd5db31d6dfb,Valentin Dare,Female,33,KwaZulu-Natal,Married,PhD,45327.25,Financial manager,Standard Legal Plan,24,84857,97489,3120,1005,632,90654.5,,N,2021-08-01,-29.9131551|31.0088488
af34a620-e80f-4584-92b8-3dc5f4e713a2,Madeline Bahringer,Female,57,KwaZulu-Natal,Divorced,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,56,12127,41515,1319,2522,396,21104,,N,2023-03-01,-29.9131451|30.9481345
10d7f553-c6de-4a98-8841-34bf278f6ed3,Lourdes Leuschke,Male,67,Northern Cape,Single,High School,6489.00,Teller and Cashier,Standard Legal Plan,58,97722,93761,3555,3610,705,12978,,N,2022-04-01,-22.9288699|30.2892658
babeb725-7c4e-4d4a-8497-a1c9c14aa385,Alvena Shanahan,Female,40,Gauteng,Divorced,High School,3000.00,Domestic Worker,Domestic Worker Cover,45,24035,27999,2348,923,468,6000,,N,2023-01-01,-26.1237107|28.4123813
96195a69-09fc-41cb-a94e-14ff4e8d2aa7,Friedrich Pollich,Male,56,KwaZulu-Natal,Married,Bachelor,14628.00,Nurse,Standard Legal Plan,50,62752,99752,3626,4547,557,29256,,N,2021-04-01,-29.9131441|30.945798
740634ae-90e5-4613-92cc-a49122a0a51a,Antonetta Gulgowski,Female,37,Gauteng,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,13,11374,39337,581,1729,211,5000,Faked death,Y,2023-04-01,-25.7512111|28.1878771
ca9f4c96-9bab-4bb5-87b2-c91588a85afc,Lea Beatty,Female,60,Limpopo,Married,Bachelor,13587.00,Travel Agent,Standard Legal Plan,11,95856,91900,3939,3775,887,27174,,N,2021-07-01,-22.9367647|30.2840774
bcc10347-e812-43fb-94f5-7f489ebc30f9,Vickie Parisian,Male,41,Limpopo,Divorced,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,18,79954,92086,3433,1320,595,21104,,N,2023-07-01,-22.9394661|30.2865196
cbeca425-6411-491f-8bd4-ee8a615742e5,Christina Schamberger,Female,34,Mpumalanga,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,50,12204,44340,661,1055,735,4200,,N,2022-03-01,-22.9113704|30.5146198
515cacfb-ce46-497c-8de9-093ef9c91c8f,Kathlyn Spencer,Female,43,Western Cape,Divorced,Bachelor,46875.08,Investment banker,H.E.L.P Cover,36,59786,69377,3940,1752,774,69377,,N,2022-02-01,-33.975771|18.5658042
5801038a-9c9f-4153-b1b2-e980af3f023f,Jefferey Kiehn,Female,55,Northern Cape,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,57,62789,81004,3771,1907,662,4200,,N,2021-02-01,-22.9322192|30.2869432
b889c424-2618-42b3-99b5-792cfb4c38ed,Marcellus Towne,Female,37,Gauteng,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,9,74962,78158,4131,4316,715,4200,,N,2021-05-01,-26.1099053|28.4832985
71188e62-bf7f-4bbd-b02f-332a8309cead,Kayden Walsh,Female,47,Mpumalanga,Married,Master,18000.00,Teacher,H.E.L.P Cover,18,82844,63872,3689,2160,818,36000,,N,2023-08-01,-22.9113902|30.5140704
fd3ef8dd-89cb-4e54-a66d-243b456e43da,Anastasia Veum,Female,47,Free State,Married,Bachelor,18000.00,Teacher,H.E.L.P Cover,27,52026,65957,3645,4891,898,36000,,N,2022-09-01,-25.7196686|28.2491842
acba5ee6-a475-40d9-8156-6ce52b7da0dc,Alice Gleichner,Male,26,Northern Cape,Single,Master,14628.00,Nurse,Funeral Cover,58,19611,47006,1721,1467,758,29256,Murder For Claims,Y,2021-03-01,-22.9298667|30.2875613
780a0d37-2bc7-4dd7-9d1c-b3cae18aeb4c,Elva Fritsch,Male,67,Western Cape,Single,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,44,29930,32474,1191,503,208,23306,,N,2022-02-01,-33.9726985|18.5689613
5f37ef04-9f1a-4add-b935-370023a960d1,Maiya Bayer-Connelly,Female,34,Limpopo,Single,High School,10261.00,Data Capturing,Funeral Cover,51,28100,34530,943,722,474,20522,Faked death,Y,2022-02-01,-22.9397053|30.2866691
241fa317-d20e-4520-9a11-9ce64d34224f,Carroll Baumbach,Female,26,Eastern Cape,Divorced,Bachelor,8283.00,Ticketing clerk,Funeral Cover,18,25752,34178,1490,2898,615,16566,,N,2023-08-01,-33.9850266|25.5465918
a85aebc5-e56e-43f0-bb99-9e69915de3f2,Aubree Nienow,Male,43,North West,Married,High School,2000.00,Security Guard,Standard Legal Plan,17,54872,98413,2108,2872,751,4000,,N,2021-03-01,-22.5892168|29.7553176
f5689e01-3004-4ac2-8dcd-06acb3288889,Mercedes Haag,Female,55,KwaZulu-Natal,Single,High School,6489.00,Teller and Cashier,Standard Legal Plan,53,82646,61856,4366,1023,967,12978,,N,2023-01-01,-29.9131183|30.9031912
9092572c-0efb-4790-8353-62dcf8a38b43,Jazmin Maggio,Female,55,Mpumalanga,Single,Master,13587.00,Travel Agent,Funeral Cover,33,16988,43652,1871,2243,743,27174,Faked death,Y,2021-05-01,-22.9107809|30.5163937
d4731552-cad0-4521-afaf-1075f525819b,Nikita Kuphal,Male,43,North West,Single,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,36,77874,70672,2389,1637,738,16566,,N,2022-12-01,-22.3708104|30.0324205
72b48877-683a-4e9f-b6d2-70b2a3652c0f,Gerard Rogahn,Female,46,Northern Cape,Divorced,High School,11411.00,Clients and Customer Support,Standard Legal Plan,47,53490,98721,3522,4774,960,22822,,N,2022-05-01,-22.9286406|30.2887774
e36cf11e-754d-4051-b1f6-c29f347bf29a,Sandy Leffler,Female,25,Mpumalanga,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,14,26979,48759,750,973,563,4200,,N,2021-01-01,-22.9110755|30.5166479
48ef051b-751f-4843-978e-856045e7306b,Barry Farrell,Female,62,Gauteng,Married,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,19,10163,47166,1879,2436,750,21104,False documentation,Y,2022-01-01,-25.4913041|28.0761654
6dfb20cf-1d69-4ebb-aeed-319a669bb9e2,Salvatore Kunze,Male,51,Eastern Cape,Single,Bachelor,11411.00,Clients and Customer Support,Standard Legal Plan,6,69278,99011,4781,1880,834,22822,,N,2021-10-01,-33.9760014|25.5680585
9b6179f7-1a1d-456f-8f2d-2fb0049b2387,Kaela Bode,Female,43,Mpumalanga,Single,High School,2000.00,Security Guard,Funeral Cover,21,17784,49870,996,1652,580,4000,Murder For Claims,Y,2021-12-01,-22.9288699|30.2892658
cb165433-df94-4962-9f5d-da4b431a6bc8,Alvis Heidenreich,Male,66,Gauteng,Married,Bachelor,18000.00,Teacher,Funeral Cover,22,25193,31961,1109,654,364,31961,,N,2021-02-01,-26.3301548|28.1490964
a2844948-55ef-4513-a6e7-a86c6527d5da,Clair Romaguera,Female,48,Mpumalanga,Divorced,Master,18000.00,Teacher,Standard Legal Plan,19,79694,81559,4807,2042,532,36000,,N,2023-11-01,-22.9322192|30.2869432
8f2b1f7f-8004-422b-96c3-9cead04c6344,Alta Hermiston,Male,29,Gauteng,Married,Bachelor,14628.00,Nurse,Funeral Cover,19,26632,47338,1969,1677,759,29256,Faked death,Y,2023-09-01,-26.3298943|28.1482929
faaa4611-a9ed-4f18-a13e-38ac7a52c5dd,Webster Ledner,Female,48,Eastern Cape,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,14,88007,91911,4626,4971,802,4200,,N,2022-02-01,-33.9760727|25.5969747
81534905-1b44-4ba6-bb46-af845fff92a7,Kendall Kirlin,Male,26,Eastern Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,57,83899,64117,4106,4627,523,5000,,N,2023-12-01,-33.9899575|25.5483876
e63d0935-c0a4-4c37-8a06-ad03ea629627,Bell Maggio,Female,50,Mpumalanga,Divorced,Bachelor,10261.00,Data Capturing,Standard Legal Plan,8,60939,91733,4938,2850,733,20522,,N,2023-11-01,-22.9298667|30.2875613
facad759-8e49-44e3-bc86-241f653be700,Devon D'Amore,Male,27,Eastern Cape,Divorced,Master,14628.00,Nurse,Funeral Cover,47,26146,41639,793,1119,297,29256,Faked death,Y,2021-03-01,-33.9770913|25.559906
0e9c4172-29bd-4902-96e7-7e19e984cd8a,Sydney Dooley,Male,35,Free State,Married,High School,2100.00,Taxi Driver,Funeral Cover,45,12606,37725,727,1889,615,4200,,N,2023-09-01,-25.7691042|28.3694722
a85b8e96-d43f-4e33-9589-43153c9af139,Jack Sauer,Male,37,Mpumalanga,Divorced,Bachelor,10261.00,Data Capturing,Funeral Cover,51,25667,38313,921,2428,519,20522,Faked death,Y,2023-05-01,-22.9286406|30.2887774
ba4a6fc7-5cea-467a-8eb4-8f3fb23eff24,Karine Reichert,Male,50,Limpopo,Married,Master,13587.00,Travel Agent,Standard Legal Plan,58,60714,56554,3889,3747,926,27174,Fake legal bills,Y,2021-10-01,-22.9325581|30.2894004
1b5e32f4-1055-4b99-8116-71e5df441a0a,Chadrick Simonis,Female,46,Eastern Cape,Divorced,Master,13587.00,Travel Agent,Funeral Cover,56,29561,48994,1909,2305,773,27174,Murder For Claims,Y,2022-11-01,-33.9774066|25.5946876
7a8de4ed-2907-469b-8844-483ef6585d73,Monserrate Emmerich,Female,52,Gauteng,Divorced,High School,11411.00,Clients and Customer Support,Funeral Cover,43,21689,37242,943,2134,510,22822,Murder For Claims,Y,2021-12-01,-25.789502|28.2565946
901fa875-c982-4bdf-bc85-864e8f4a652c,Gwen Pfannerstill,Male,63,Limpopo,Divorced,Master,18000.00,Teacher,Funeral Cover,54,16826,46018,1520,1416,662,36000,,N,2023-09-01,-22.9368245|30.2849346
be0a328c-f4bc-439a-b49c-100fbd8e1a9f,Caitlyn Towne,Female,55,Northern Cape,Single,Bachelor,13587.00,Travel Agent,Standard Legal Plan,24,86625,74570,3263,4495,906,27174,,N,2022-04-01,-22.9292786|30.2811118
0a27690b-81c3-4555-9a54-41464fd3c4b8,Howell Mann,Male,44,Western Cape,Single,High School,11653.00,Telesales and Telemarketing,Funeral Cover,54,15766,43330,646,1393,718,23306,False documentation,Y,2022-11-01,-33.9726846|18.5688844
ac3cf7f2-1533-4b40-a806-7a019cd07b80,Nathaniel Conroy,Female,61,Northern Cape,Single,Bachelor,10261.00,Data Capturing,Standard Legal Plan,26,69981,82004,2746,3935,747,20522,Misrepresentation of legal cases,Y,2021-11-01,-22.931322|30.2865844
f3304a61-a02b-4be7-8c26-cb42d3469c31,Alek Ernser,Female,42,Gauteng,Divorced,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,11,14890,37966,1400,2211,384,23306,,N,2023-03-01,-25.887473|28.1122353
620f1075-8504-4b35-813d-690bc992e451,Norwood Stoltenberg,Female,48,Free State,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,17,17250,35888,1348,2752,547,4200,,N,2021-09-01,-25.7689209|28.3701046
0509fd73-fe5e-444a-8baa-5a77eea0442a,Lily Conn,Female,54,Gauteng,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,23,18141,45502,1354,507,334,5000,,N,2023-10-01,-26.2780867|28.075765
