unique_id,name,gender,age,area,marital_Status,qualification,income,occupation,policy,months_as_customer,cls,umbrella_limit,annual_premium,capital_loss,capital_gain,total_claim,fraud_reason,fraud
42256b4d-ee3a-4af0-b955-6ffaa20555cf,Autumn Homenick,Female,68,KwaZulu-Natal,Divorced,High School,11411.00,Clients and Customer Support,Funeral Cover,48,24826,42449,1906,953,666,22822,Faked death,Y
cf33472c-32d9-48c3-b2ad-0c40d358ed30,Scottie Sanford,Female,49,KwaZulu-Natal,Single,High School,11653.00,Telesales and Telemarketing,Funeral Cover,53,24249,47987,771,1201,782,23306,,N
9e9a7eaa-c726-4c87-8962-8b090645c889,Barry Veum,Female,51,Mpumalanga,Married,High School,3000.00,Domestic Worker,Domestic Worker Cover,7,31391,26095,1980,1083,409,6000,,N
8ba0f8ff-e34d-4502-b856-f04000d6216f,Kendra Tillman,Male,35,Gauteng,Married,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,54,29935,30399,510,2199,670,5000,Faked death,Y
6cd12942-1499-48fc-97cf-19ac1d74273b,Alice Hoeger,Male,27,Northern Cape,Married,High School,6489.00,Teller and Cashier,Funeral Cover,15,17641,43246,1774,896,793,12978,Murder For Claims,Y
0f9c2eb1-b9bc-4d34-92f7-e4daf80b249a,Alvis Conn,Female,25,Gauteng,Single,High School,10261.00,Data Capturing,Standard Legal Plan,13,90818,71263,4644,3812,706,20522,,N
9348720f-a823-4b5d-8e21-a27731747d1e,Jaeden Rodriguez-Sawayn,Male,52,Mpumalanga,Married,High School,10261.00,Data Capturing,Standard Legal Plan,40,78175,74266,4975,2913,655,20522,,N
ebcab393-cedf-43b9-a11d-517365b3850e,Eryn Goldner,Female,27,Northern Cape,Single,Bachelor,13587.00,Travel Agent,Funeral Cover,22,26351,40313,680,2188,632,27174,,N
40a6d6d0-a1b8-43c5-84ee-742ea2740e86,Unique Dach,Male,28,Limpopo,Single,Bachelor,46957.33,Plant manager,H.E.L.P Cover,40,69886,50921,4506,3795,931,50921,,N
40a6d6d0-a1b8-43c5-84ee-742ea2740e86,Unique Dach,Male,28,Limpopo,Single,Bachelor,46957.33,Plant manager,Standard Legal Plan,40,99402,77578,4933,3148,571,128499,,N
29e2cd25-9911-4cab-8dc5-ab75bbde7729,Frida Nikolaus,Female,27,Eastern Cape,Married,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,37,67399,64555,2137,1865,899,16566,,N
2cb5ec80-fe55-4aac-9964-f40ecc42020b,Katlynn Champlin,Female,53,Northern Cape,Single,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,49,74127,88719,4701,1365,851,5000,,N
a6166938-b4cc-4ab9-9318-4ebeb75cd93c,Concepcion Hahn,Male,40,North West,Divorced,Bachelor,10552.00,Switchboard and Receptionist,Standard Legal Plan,19,89494,81599,4901,4208,752,21104,,N
fbdccda7-5abd-4992-b0f5-ae61ba583850,Adan Maggio,Male,45,Gauteng,Married,High School,6489.00,Teller and Cashier,Standard Legal Plan,27,61154,54551,2324,1156,788,12978,,N
8d27aa38-79f4-4ba3-af36-64cd0a1582b9,Audie Wintheiser,Female,25,Western Cape,Married,High School,2000.00,Security Guard,Standard Legal Plan,17,70408,66039,3719,1368,547,4000,Fake legal bills,Y
5721a660-4270-418d-a41b-5f8f87c2c7fa,Leonor Bode,Male,33,KwaZulu-Natal,Married,PhD,46875.08,Investment banker,Standard Legal Plan,29,66637,61963,3124,3597,857,61963,,N
5721a660-4270-418d-a41b-5f8f87c2c7fa,Leonor Bode,Male,33,KwaZulu-Natal,Married,PhD,46875.08,Investment banker,H.E.L.P Cover,29,55733,92792,3361,3459,932,154755,Fake medical bills,Y
1af3b63f-91bb-45d3-93d2-62aa255a0304,Evans Rodriguez,Female,60,North West,Divorced,High School,11653.00,Telesales and Telemarketing,Funeral Cover,9,29872,32865,1978,2269,683,23306,Faked death,Y
a86a89b7-2190-4422-9fd6-3d7d1d99d04b,Dean Rath,Male,62,KwaZulu-Natal,Divorced,High School,8283.00,Ticketing clerk,Standard Legal Plan,14,77921,61099,4337,3190,636,16566,,N
5bdc9e83-5d52-4890-b04b-a2fa95e913a3,Clare Kiehn,Female,35,KwaZulu-Natal,Divorced,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,31,68154,97384,4938,4089,769,23306,Fake legal bills,Y
88bdc44e-1d62-4967-b9df-521a07399fd3,Julie Dooley,Female,52,Northern Cape,Married,High School,10261.00,Data Capturing,Funeral Cover,46,21945,37801,1671,1594,353,20522,Faked death,Y
19773558-3b8b-4e6e-917c-145c688687c6,Casper Hickle,Male,53,Northern Cape,Divorced,Bachelor,10261.00,Data Capturing,Standard Legal Plan,14,71867,95418,4940,2033,760,20522,,N
8cef5ee6-c285-47eb-b5c7-7b037120a7e8,Danyka Friesen,Female,54,Western Cape,Divorced,Bachelor,46957.33,Plant manager,Standard Legal Plan,15,73243,78067,3088,2196,639,78067,,N
8cef5ee6-c285-47eb-b5c7-7b037120a7e8,Danyka Friesen,Female,54,Western Cape,Divorced,Bachelor,46957.33,Plant manager,H.E.L.P Cover,15,92567,77617,3873,1522,723,155684,,N
f8b69b05-a11b-4c07-993a-edda9f9e35b8,Dorothy Padberg,Female,56,North West,Married,High School,2000.00,Security Guard,Standard Legal Plan,36,65163,53845,4503,3730,614,4000,,N
1772d4dc-4709-4446-8fc5-a31dfe8dab11,Hal Witting,Female,60,Gauteng,Divorced,Bachelor,13587.00,Travel Agent,Funeral Cover,49,11750,49099,1908,2134,315,27174,Murder For Claims,Y
a759d154-38d8-4d23-a01a-9bacbab2d3bf,Raina Veum,Female,59,Gauteng,Divorced,High School,11653.00,Telesales and Telemarketing,Standard Legal Plan,30,80108,90360,3557,1923,747,23306,,N
1d2c6f9e-8e77-4c92-a24a-fab7ed8d407c,Francisca Greenholt,Male,44,Eastern Cape,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,47,12227,33024,1786,858,338,6000,Faked death,Y
0656a2c4-8c4e-4053-84d5-2a99893b7815,Abby Hintz,Male,55,Western Cape,Married,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,47,12746,46712,700,2920,745,5000,Murder For Claims,Y
a8e15f1a-feb7-4411-894b-c15afba6cbce,Sallie Cruickshank,Male,46,Northern Cape,Married,Master,14628.00,Nurse,Standard Legal Plan,19,55950,99742,4129,2688,844,29256,Fake legal bills,Y
75adda67-5120-4b21-8019-bfc131f96c8b,Kailyn Batz,Male,34,Eastern Cape,Single,High School,6489.00,Teller and Cashier,Funeral Cover,47,17664,39987,909,2385,259,12978,Murder For Claims,Y
fcefc2c7-d8f7-4856-b4bd-17ca50b71cef,Alice Ankunding,Female,43,Eastern Cape,Divorced,Master,16885.00,Police Officer,H.E.L.P Cover,38,78230,89160,3992,2271,846,33770,,N
5462bbd2-4e49-4103-8eca-fbd8207babc4,Dion Ziemann-Ruecker,Male,51,Mpumalanga,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,21,84282,60564,2900,2075,835,4000,,N
7025b26b-0c3a-48a1-b2c9-2c0ffc01ff0a,Aliya Schamberger,Female,45,Eastern Cape,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,48,81201,58896,2864,3779,535,4200,,N
b6868b09-c719-4079-b0c6-007000e6e330,Claudine Larkin,Female,26,Mpumalanga,Married,Bachelor,10261.00,Data Capturing,Funeral Cover,5,24129,37188,1934,1798,687,20522,Murder For Claims,Y
d874986c-5258-4f12-b563-4eb010ce9a33,Tremayne Osinski,Female,43,North West,Married,Bachelor,13587.00,Travel Agent,Standard Legal Plan,43,55150,84083,4103,1717,828,27174,Fake legal bills,Y
3e438d65-ea51-4e2c-9567-8bf5225e861e,Zelda Streich,Female,39,North West,Single,High School,11411.00,Clients and Customer Support,Standard Legal Plan,34,74551,75515,2954,3874,716,22822,,N
39182265-0ade-4556-93d0-478d15cd5008,Ari Deckow,Male,51,North West,Divorced,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,15,94238,93209,3891,2118,599,21104,,N
24b50ba7-6cce-48f7-8e53-e2b08d2c0034,Carroll Schowalter,Male,50,Mpumalanga,Married,Master,46957.33,Plant manager,H.E.L.P Cover,49,65461,94640,2547,2847,907,93914.66,,N
3bea2161-92ab-48a5-8d5f-ce2746e90fe2,Winnifred O'Kon,Male,66,Mpumalanga,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,15,84520,59694,3360,2963,538,4200,,N
d79530f9-54fe-4816-8ed1-0c76bdf24ff9,Ellis Schimmel,Male,41,Northern Cape,Divorced,Bachelor,16885.00,Police Officer,H.E.L.P Cover,42,80434,97857,4354,4653,985,33770,,N
2ca1add3-c276-4f01-94b3-47156114e87e,Elias Morissette,Female,43,Gauteng,Married,High School,2100.00,Taxi Driver,Funeral Cover,27,22863,49348,1790,1704,246,4200,,N
ac015fc7-f7c6-4e4a-ba67-0b51009ec0e4,Gus Will,Male,37,Northern Cape,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,5,60965,65154,3889,1852,877,4000,,N
895a2737-a2ec-4075-a6b0-4e53d3efa5a0,Ernesto Reilly-Leffler,Male,41,Mpumalanga,Divorced,High School,2000.00,Security Guard,Funeral Cover,33,27237,33540,560,1460,622,4000,False documentation,Y
c6888340-2131-45d0-b39c-eae92878d68f,Domenick Hodkiewicz,Female,60,Free State,Married,Bachelor,10552.00,Switchboard and Receptionist,Standard Legal Plan,23,82522,50573,3781,1428,564,21104,Fake legal bills,Y
2ce36b77-b4de-481f-b577-f0b65faf2765,Daniella Heaney,Male,46,Eastern Cape,Divorced,PhD,41789.50,Chartered accountant,Standard Legal Plan,56,97719,88244,4720,2627,673,83579,Misrepresentation of legal cases,Y
2ce36b77-b4de-481f-b577-f0b65faf2765,Daniella Heaney,Male,46,Eastern Cape,Divorced,PhD,41789.50,Chartered accountant,H.E.L.P Cover,56,64951,55584,2047,3034,879,139163,Fake medical bills,Y
8a07aaba-04c6-4de4-8e96-5a25957201f6,Michel Miller,Female,33,Northern Cape,Divorced,High School,11411.00,Clients and Customer Support,Standard Legal Plan,41,58009,61793,2391,2876,999,22822,,N
a596af9a-4635-4c85-bd63-a94f6adc5156,Carmine Leannon,Male,43,Free State,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,42,63897,84378,4511,4028,781,4200,,N
ee01dbbf-ac60-47ff-9d0b-a763e1c89a95,Monique Beier,Female,30,Western Cape,Single,Bachelor,13587.00,Travel Agent,Standard Legal Plan,19,72233,67273,2304,3173,822,27174,,N
4e730ef4-a6e1-48fd-a292-dfab9c2c091b,Tina Ortiz,Male,47,Northern Cape,Married,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,38,64135,65049,3012,1622,977,16566,,N
1af32a40-992a-448d-bd95-3d8479a5b218,Emiliano Feest,Female,43,Western Cape,Divorced,High School,11411.00,Clients and Customer Support,Standard Legal Plan,14,59760,63714,3652,1379,738,22822,,N
737524cc-1476-4145-8b1a-d2d684584ced,Carli Goodwin,Male,63,KwaZulu-Natal,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,21,14378,31864,1990,1047,713,6000,Faked death,Y
b8108635-7a53-4961-bdef-29f25d73ce6b,Jose Dicki,Male,60,KwaZulu-Natal,Single,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,17,28908,35278,1189,1468,294,22822,False documentation,Y
344869ce-67b9-46ec-b5fa-702d1eb9ad0a,Jimmie Kirlin,Female,49,Eastern Cape,Married,Bachelor,18000.00,Teacher,Standard Legal Plan,34,70351,66717,4817,3587,831,36000,,N
435d12e6-fbe5-4140-8b0e-b165daf84284,Alva DuBuque,Female,67,Mpumalanga,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,40,16698,48614,1210,1356,410,5000,Murder For Claims,Y
349ae78c-45a2-4291-b70e-679f93e4860b,Quincy Schaden,Male,28,Western Cape,Married,High School,8283.00,Ticketing clerk,Funeral Cover,19,25460,42744,1002,1623,574,16566,Faked death,Y
6c5a2613-7466-4fab-a131-bdcd1cc1e3ad,Adrianna Graham,Male,33,North West,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,34,59951,60644,2374,4430,589,5000,,N
148d8948-df45-4220-a38b-5b00d21f4712,Assunta Hettinger,Female,69,Gauteng,Single,High School,2100.00,Taxi Driver,Funeral Cover,54,12127,49627,1707,2150,336,4200,False documentation,Y
7bca5c67-737a-4705-bb6c-aecf229cf9b9,America Nikolaus,Male,62,Northern Cape,Married,High School,3000.00,Domestic Worker,Funeral Cover,51,29222,35659,1939,1986,236,6000,,N
220aa038-0c2d-4d72-aa36-988d4517f5cc,Pansy Terry,Male,53,KwaZulu-Natal,Single,Bachelor,16885.00,Police Officer,H.E.L.P Cover,44,98852,56790,3625,3300,581,33770,,N
a5e55f5b-b9f5-433a-86f3-fa958259ebcc,Jamil Wyman,Male,57,Northern Cape,Married,High School,6489.00,Teller and Cashier,Standard Legal Plan,55,74165,88495,4830,4051,547,12978,,N
a0f79da0-5cdf-4480-9833-d9a0e25ac9dc,Reese Ritchie,Female,34,Mpumalanga,Married,Master,14628.00,Nurse,Standard Legal Plan,53,66911,51177,3736,3907,599,29256,,N
5a2ca3be-eefc-4072-b02e-96895d995c2f,Odie Kertzmann,Female,57,Limpopo,Married,Master,13587.00,Travel Agent,Funeral Cover,23,26777,47566,1879,1546,329,27174,,N
75aae660-2e1f-451b-8dbe-48091d5f5471,Sage Rolfson,Male,37,Western Cape,Single,Master,18000.00,Teacher,H.E.L.P Cover,30,55747,83386,3722,4212,964,36000,,N
e3bd98e8-75d6-4735-a9c2-4b14e474e3e1,Lorenz Rodriguez,Male,58,Limpopo,Single,Bachelor,8283.00,Ticketing clerk,Funeral Cover,42,25270,43383,649,2692,768,16566,,N
040263fe-82c1-4fff-adc8-73b01583d3b6,Jany Leuschke,Male,39,Northern Cape,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,31,91992,54969,2411,1337,624,4000,,N
ae2ac4c0-db2a-4f5d-be09-d4648c919b45,Kali Kozey,Male,59,Eastern Cape,Single,Master,16885.00,Police Officer,H.E.L.P Cover,30,62305,67175,4108,1798,790,33770,,N
e05736b4-5b20-4bd3-8379-54572907011a,Danyka Turcotte,Female,30,Gauteng,Divorced,Bachelor,18000.00,Teacher,H.E.L.P Cover,53,63888,61271,2171,4778,618,36000,,N
6781c3af-dea3-4832-b224-a6e205c11d81,Antone Schmeler,Male,39,Northern Cape,Married,Master,14628.00,Nurse,Standard Legal Plan,30,70264,87778,2770,1071,933,29256,,N
e8f5c4a0-d7ec-49c2-bc5c-ac0b7243cf32,Deshawn Weissnat,Female,52,Northern Cape,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,47,27744,44615,682,1100,540,4200,Murder For Claims,Y
4c002119-24ab-47da-8684-781d50ef70be,Moshe Mayert,Female,25,Western Cape,Single,High School,3000.00,Domestic Worker,Funeral Cover,23,23677,32387,1731,894,556,6000,,N
d385fa52-05ee-4499-9110-a55631b813ea,Gennaro Hane,Male,69,Mpumalanga,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,19,99364,98756,3727,1346,532,4200,,N
56f886d9-1fb9-4030-a2a7-d7c7a45228b7,Kaylie Witting,Female,35,Mpumalanga,Single,High School,2000.00,Security Guard,Standard Legal Plan,27,91880,82444,3767,3039,761,4000,,N
ce1cb5ef-2130-4169-92fd-31c5c9976656,Joany Farrell,Female,44,Limpopo,Divorced,High School,2000.00,Security Guard,Funeral Cover,12,27129,43406,1393,2302,206,4000,False documentation,Y
498dd058-214f-4385-929e-e8043677ef80,Donnie Jerde,Male,49,KwaZulu-Natal,Married,PhD,45327.25,Financial manager,Standard Legal Plan,44,58754,54339,3056,4437,531,54339,,N
c78cc3d2-2fc4-4fa1-9097-663356898fbb,Julio Heathcote,Male,53,Northern Cape,Married,Master,13587.00,Travel Agent,Funeral Cover,29,20713,31097,974,705,559,27174,Faked death,Y
b9a21e11-2532-4aa3-a72c-0e23c9390198,Mose Welch,Female,53,Western Cape,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,21,29349,39624,1707,951,348,5000,,N
1e96766a-f68d-4073-8bca-cf4bbd691029,Lon Walsh,Male,33,Northern Cape,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,16,20242,38666,1736,2657,752,6000,Faked death,Y
34fc4f36-cdb8-4b82-98b7-fb42d9af54c2,Anita Zboncak,Male,49,Northern Cape,Single,PhD,40943.17,Cyber security engineer,Standard Legal Plan,39,63083,61017,4215,3428,727,61017,,N
61fd3d8d-ce49-403b-bcbb-9af6f7843762,Jana Nader,Female,57,Northern Cape,Married,Master,14628.00,Nurse,Funeral Cover,38,21286,43959,907,2535,760,29256,,N
c2951a3f-1c57-49ed-8619-5f621e5b6f4d,Sterling Feest,Female,69,Gauteng,Divorced,Bachelor,13587.00,Travel Agent,Standard Legal Plan,44,95853,80896,4818,1735,813,27174,,N
5addf8a8-9c40-4dac-abf6-8fd823a14138,William Heller,Male,46,North West,Married,High School,3000.00,Domestic Worker,Domestic Worker Cover,12,24634,25865,1648,1407,215,6000,,N
1076fc5d-abd2-4340-8300-f56631927d76,Tatum Goyette,Male,68,Gauteng,Married,Master,45327.25,Financial manager,Standard Legal Plan,19,70328,88209,2084,3994,744,88209,,N
1076fc5d-abd2-4340-8300-f56631927d76,Tatum Goyette,Male,68,Gauteng,Married,Master,45327.25,Financial manager,H.E.L.P Cover,19,55533,77019,2649,4197,980,165228,,N
dbeeec6e-6f55-4f7d-9428-100848b86420,Nash Armstrong,Female,36,Free State,Divorced,Master,40943.17,Cyber security engineer,H.E.L.P Cover,41,92439,82463,2641,3032,973,81886.34,Fake medical bills,Y
13a37ce0-6566-44eb-b449-4d009f8ab2bd,Leatha Hills,Female,42,KwaZulu-Natal,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,9,26891,44323,666,1211,748,5000,Murder For Claims,Y
de4e60c7-faa0-4274-bcc2-13a5c8dac0e1,Mozell White,Female,27,KwaZulu-Natal,Married,High School,2100.00,Taxi Driver,Funeral Cover,54,14439,48386,891,888,322,4200,Faked death,Y
fdf64746-302d-4d35-8d8c-ced6b6e6297d,Carlo Hagenes,Male,37,Mpumalanga,Divorced,High School,11653.00,Telesales and Telemarketing,Funeral Cover,38,13516,32949,1359,1377,653,23306,False documentation,Y
74d57ce1-0fe1-4027-a983-bebe67bcb168,Kaitlyn Mraz-Zboncak,Female,46,Northern Cape,Divorced,Bachelor,11411.00,Clients and Customer Support,Standard Legal Plan,29,54176,83943,4112,3894,672,22822,,N
e24cd9b1-03d8-43e5-b477-ba758adad7e2,Natalie Harvey,Male,46,Eastern Cape,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,12,60688,85788,4056,3625,579,4000,,N
fe7aa1b4-cf47-4b30-9647-56cf831f4d0b,Gerda Glover,Male,31,Gauteng,Divorced,High School,6489.00,Teller and Cashier,Funeral Cover,42,24982,30194,1331,1468,233,12978,False documentation,Y
babe4182-43e3-45fe-961b-7ef5bb86df99,Amber Durgan,Female,34,Western Cape,Divorced,High School,11411.00,Clients and Customer Support,Funeral Cover,7,19180,36933,1585,2219,777,22822,,N
a3ccd530-3430-41ee-ab80-4b2f3b05f2bf,Esperanza Schoen,Male,52,Mpumalanga,Married,High School,11653.00,Telesales and Telemarketing,Funeral Cover,5,19783,45592,1737,1191,466,23306,Murder For Claims,Y
d62d485f-e300-4efa-b16f-ce2de36a8710,Ena Collier,Male,25,Free State,Married,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,42,13854,34101,1910,1853,260,23306,,N
941c35de-18ce-41b5-ad5b-9f372adf7250,Torey Herman,Female,68,Mpumalanga,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,36,85403,58284,3046,3742,754,4000,,N
65445f06-0e33-4d1b-8fce-9d1a6d31e7c9,Roslyn Howe,Female,65,Free State,Single,High School,3000.00,Domestic Worker,Funeral Cover,7,20285,44706,1266,1644,456,6000,,N
7291090a-c897-46f9-9b25-b90b7ff703f4,Estefania Corkery,Female,37,Eastern Cape,Divorced,High School,8283.00,Ticketing clerk,Standard Legal Plan,7,59539,89752,4342,1067,585,16566,,N
f1c83342-b68a-4135-a981-a2d7d3155028,Adah Purdy,Male,31,Gauteng,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,42,10718,35800,1528,2446,731,4200,,N
b227d0f4-10d8-4198-9411-f8f86c7ead29,Bradly Nitzsche,Male,56,Eastern Cape,Married,High School,3000.00,Domestic Worker,Funeral Cover,47,15567,46358,792,876,703,6000,,N
fe3aa54b-f2fc-4b6f-a8dc-6c3f54170293,Donnell Zboncak,Female,55,North West,Divorced,Master,18000.00,Teacher,Funeral Cover,30,12941,35418,511,1738,300,35418,,N
a2ca5bef-67da-42ae-a37a-f9cf7b358a3e,Alec Sipes,Male,29,Free State,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,30,78953,83825,3198,4120,967,4000,,N
0a95caa3-84fb-4874-ab53-6bd92e9674a5,Rossie Frami,Female,40,Gauteng,Married,Bachelor,14628.00,Nurse,Standard Legal Plan,55,55003,65998,4437,3400,884,29256,,N
8ff33c62-31cd-4d49-ab0d-6d1c4b231e75,Timmothy Carter,Male,29,North West,Divorced,Master,16885.00,Police Officer,H.E.L.P Cover,6,51642,68971,4993,4485,593,33770,,N
05f04f62-6bef-40ef-b9c7-b813d5136c01,Chelsey Gutkowski,Male,38,Western Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,39,77383,89270,4227,1961,686,5000,,N
94d40563-45ce-489d-a07e-0d181358208a,Genesis King,Female,46,Eastern Cape,Single,Master,14628.00,Nurse,Standard Legal Plan,37,87196,63557,4241,3774,741,29256,,N
73dab268-7204-4872-8d39-f161d9ae2990,Yessenia Oberbrunner,Male,66,Western Cape,Divorced,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,33,10679,43800,817,682,756,23306,,N
946a60e2-1608-4b9e-83a5-9e61d54fd801,Adrienne Torphy,Female,38,Eastern Cape,Married,High School,11653.00,Telesales and Telemarketing,Funeral Cover,25,25334,38722,1191,1828,632,23306,,N
63da6e30-3c23-418f-9135-208dc74ca8d7,Dulce Baumbach,Female,64,North West,Divorced,Bachelor,11411.00,Clients and Customer Support,Standard Legal Plan,38,69506,75148,4570,1706,720,22822,,N
93cda80b-2c9a-4494-a523-44e903e6b45e,Rowena Johnson,Female,61,KwaZulu-Natal,Single,Bachelor,18000.00,Teacher,Funeral Cover,35,23883,36651,1533,703,764,36000,,N
a6d95142-949e-455a-864a-cb3f9eb5b056,Justine Rohan,Female,55,Northern Cape,Single,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,23,64287,80647,4899,2492,631,21104,Misrepresentation of legal cases,Y
76e12a12-730c-41c1-9bc4-3e36b4c4717b,Jamal Bashirian,Female,62,Northern Cape,Single,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,54,23590,44921,543,811,521,22822,,N
62f088da-5df6-4f21-9464-9e667790331e,Heaven Torp,Male,68,KwaZulu-Natal,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,21,27747,39795,999,515,493,4200,Faked death,Y
551c168f-4121-4f0f-9214-58560dafd324,Lilliana Yundt,Male,47,Limpopo,Single,PhD,45327.25,Financial manager,H.E.L.P Cover,52,79959,70452,3410,1593,732,70452,,N
86774394-323a-434a-80a3-f3f871663bb3,Thelma Connelly,Male,62,North West,Married,High School,3000.00,Domestic Worker,Domestic Worker Cover,38,27709,39219,2247,1782,262,6000,,N
dca4fd93-2334-4aec-b01c-16ebb1eea574,Theodora Keebler,Male,36,Northern Cape,Married,High School,2100.00,Taxi Driver,Funeral Cover,52,21653,46722,683,861,781,4200,,N
5041b72f-ca95-4b9a-ab8c-5e02f6dc5f61,Werner Rippin,Male,40,Mpumalanga,Divorced,Master,16885.00,Police Officer,H.E.L.P Cover,20,90746,85340,3311,1010,670,33770,,N
52249367-7221-4b78-8023-c139b9f6c35d,Wendell Yost,Male,46,Eastern Cape,Married,Master,16885.00,Police Officer,H.E.L.P Cover,11,70680,59683,2492,2061,806,33770,,N
aa5c9520-0dfa-4890-a9c8-4767d0e0c9e5,Meagan Wyman,Male,69,Gauteng,Married,Master,40943.17,Cyber security engineer,Standard Legal Plan,47,92454,98467,2252,1135,900,81886.34,,N
aa5c9520-0dfa-4890-a9c8-4767d0e0c9e5,Meagan Wyman,Male,69,Gauteng,Married,Master,40943.17,Cyber security engineer,H.E.L.P Cover,47,93374,97538,2388,1106,866,163772.68,,N
2462294e-03a1-42f6-9de5-f32f3e95ef52,Sydni Hills-Funk,Male,50,North West,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,39,87153,75912,2857,1997,506,4000,,N
f78ef237-41e1-4d33-a09f-5b9be615f78a,Lola Trantow,Male,57,Western Cape,Divorced,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,6,23861,43123,998,2753,211,23306,False documentation,Y
e186ce5c-41e2-425e-b93d-0fd4d4df2299,Anjali Kulas,Female,41,KwaZulu-Natal,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,11,58789,98381,2113,2354,790,4200,Fake legal bills,Y
64838426-fea8-4ae5-ae0c-13fdf02c93fa,Norma Oberbrunner-Runte,Female,44,Eastern Cape,Single,High School,8283.00,Ticketing clerk,Standard Legal Plan,50,50046,90896,3211,1415,640,16566,,N
fa3b50a9-a8c3-44e4-a3f1-34920b5aa9b9,Osvaldo Wiza,Female,44,Gauteng,Married,Bachelor,10261.00,Data Capturing,Standard Legal Plan,59,56186,88065,4824,4967,775,20522,,N
1844dd38-081f-4426-85be-a60d4b889f66,Abagail Barton,Female,37,Western Cape,Divorced,Master,18000.00,Teacher,Standard Legal Plan,30,71854,88777,4726,1555,806,36000,,N
bb5101e0-a74c-42a0-9566-3874572c1a03,Jacquelyn Corwin,Male,66,KwaZulu-Natal,Single,High School,11411.00,Clients and Customer Support,Standard Legal Plan,30,91702,81004,2685,3769,865,22822,,N
9a2b6171-15f3-4e02-9fe3-68b5fedddd2a,Tyra Leannon,Male,32,Gauteng,Divorced,Master,13587.00,Travel Agent,Standard Legal Plan,29,93018,93872,4553,2478,548,27174,,N
2adbdc1b-b32d-495e-92cc-907043c0e596,Breanna Lynch,Male,62,North West,Divorced,Master,14628.00,Nurse,Funeral Cover,53,19295,35190,1588,2946,298,29256,Faked death,Y
ea831ea5-8c7e-469a-9be0-60a75e193d64,Dayne Hodkiewicz,Male,28,Northern Cape,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,11,90895,93911,4494,3504,505,4200,,N
31203682-c78b-4c24-9ebb-e4ff73a7b668,Lavada Monahan,Male,25,Eastern Cape,Single,Bachelor,10261.00,Data Capturing,Standard Legal Plan,30,83983,58548,4982,4731,864,20522,,N
4ec36ca0-2dc1-4227-b9a2-1b9d75bbc162,Eriberto Casper,Female,40,North West,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,41,21923,30739,737,2790,207,4200,,N
ae7cdd0d-f0b6-4472-86d6-fb3849cd7fad,Levi Howe,Male,31,Gauteng,Married,High School,2000.00,Security Guard,Funeral Cover,19,19881,49864,1389,1865,796,4000,,N
f24e4b65-65ce-4b28-bfa1-5d6427ffec3f,Rickey Frami,Male,64,Western Cape,Single,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,25,98182,58854,3644,1708,919,5000,,N
21c1806f-9fec-4c0e-8e60-48ebd12dec62,Karolann Anderson,Male,34,Northern Cape,Divorced,Bachelor,14628.00,Nurse,Funeral Cover,21,21299,43080,1619,510,679,29256,Faked death,Y
8424313d-2371-42db-9c6a-4d9f815cc64d,Selina Lesch,Female,29,Free State,Married,Master,18000.00,Teacher,H.E.L.P Cover,52,65084,73670,3395,4729,812,36000,,N
